sec,signed_vol,mid
39744,0.0,430.855
39745,0.0,430.855
39746,0.0,430.855
39747,0.0,430.85
39748,-378.0,430.81
39749,-32.0,430.72
39750,0.0,430.74
39751,127.0,430.815
39752,0.0,430.825
39753,0.0,430.84
39754,0.0,430.835
39755,107.0,430.89
39756,0.0,430.895
39757,0.0,430.895
39758,0.0,430.895
39759,0.0,430.87
39760,0.0,430.87
39761,1.0,430.895
39762,0.0,430.895
39763,0.0,430.895
39764,0.0,430.88
39765,-212.0,430.815
39766,-23.0,430.81
39767,0.0,430.815
39768,0.0,430.82
39769,0.0,430.82
39770,0.0,430.82
39771,0.0,430.82
39772,0.0,430.82
39773,0.0,430.82
39774,0.0,430.815
39775,-277.0,430.775
39776,10.0,430.805
39777,0.0,430.81
39778,10.0,430.8
39779,12.0,430.84
39780,0.0,430.835
39781,0.0,430.84
39782,0.0,430.86
39783,-15.0,430.8
39784,0.0,430.8
39785,0.0,430.8
39786,0.0,430.8
39787,0.0,430.8
39788,35.0,430.825
39789,0.0,430.815
39790,0.0,430.815
39791,2.0,430.8
39792,0.0,430.8
39793,0.0,430.825
39794,0.0,430.825
39795,0.0,430.825
39796,-12.0,430.805
39797,-232.0,430.74
39798,0.0,430.74
39799,0.0,430.745
39800,19.0,430.78
39801,0.0,430.78
39802,0.0,430.78
39803,0.0,430.78
39804,0.0,430.78
39805,0.0,430.78
39806,65.0,430.78
39807,0.0,430.78
39808,0.0,430.78
39809,2.0,430.79
39810,0.0,430.79
39811,0.0,430.79
39812,0.0,430.79
39813,0.0,430.79
39814,0.0,430.79
39815,0.0,430.79
39816,0.0,430.785
39817,708.0,431.01
39818,0.0,431.01
39819,-137.0,430.97
39820,0.0,430.96
39821,0.0,430.96
39822,0.0,430.965
39823,10.0,430.96
39824,0.0,430.96
39825,0.0,430.96
39826,0.0,430.96
39827,0.0,430.96
39828,0.0,430.96
39829,0.0,430.96
39830,239.0,430.985
39831,0.0,430.985
39832,0.0,430.985
39833,-51.0,430.96
39834,0.0,430.96
39835,-474.0,430.91
